Order ID,Order Date,Customer Name,Segment,Region,Country,Category,Sub-Category,Sales,Profit,Ship Mode,Data_Quality_Notes
ORD-104261,25-03-2022 00:00,John Doe,Consumer,Africa,Brazil,Technology,Storage,4444.53,858.15,First Class,
ORD-101358,04-12-2022 00:00,,Consumer,Europe,Germany,Technology,Tables,998.66,622.82,Same Day,Missing customer name
ORD-105115,04-05-2018 00:00,Ravi Kumar,Home Office,Usca,India,Furniture,Chairs,1111.03,1797.14,Second Class,
ORD-104637,10-04-2021 00:00,Anita Sharma,Consumer,Usca,Brazil,Furniture,Storage,4231.73,-473.45,Same Day,
ORD-104854,04-02-2022 00:00,Li Wei,Consumer,Usca,Brazil,Technology,Chairs,4516.77,1972.93,Standard Class,
ORD-103177,04-01-2020 00:00,Li Wei,Consumer,Usca,USA,Furniture,Storage,1117.91,699.34,First Class,
ORD-102128,07-04-2020 00:00,Ravi Kumar,Corporate,Africa,USA,Technology,Binders,301.32,1063.85,Standard Class,
ORD-102180,04-02-2022 00:00,Anita Sharma,Consumer,Usca,Brazil,Technology,Chairs,456.17,400.13,Same Day,
ORD-104892,26-02-2022 00:00,John Doe,Consumer,Africa,Germany,Furniture,Storage,1310.6,1631.32,Second Class,
ORD-100137,31-01-2019 00:00,Maria  Gomez,Consumer,Usca,India,Office Supplies,Storage,3808.44,904.97,Same Day,
ORD-103472,14-12-2019 00:00,Maria  Gomez,Corporate,Usca,Brazil,Office Supplies,Chairs,2552.41,1157.03,Same Day,
ORD-105449,26-02-2019 00:00,Ravi Kumar,Corporate,Europe,Germany,Office Supplies,Storage,2280.67,1122.26,Same Day,
ORD-102832,19-10-2022 00:00,Anita Sharma,Home Office,Africa,Germany,Office Supplies,Chairs,2922.78,409.96,Standard Class,
ORD-103579,10-08-2021 00:00,Anita Sharma,Home Office,Africa,Brazil,Office Supplies,Tables,4451.66,-310.02,Standard Class,
ORD-105971,31-01-2020 00:00,Li Wei,Corporate,Latam,Germany,Office Supplies,Phones,456.7,1519.27,Second Class,
ORD-103031,12-06-2023 00:00,John Doe,Corporate,Europe,China,Office Supplies,Tables,3475.15,224.29,First Class,
ORD-104164,15-03-2020 00:00,,Consumer,Africa,Germany,Furniture,Chairs,4634.32,1622.33,First Class,Missing customer name
ORD-102593,24-12-2021 00:00,Anita Sharma,Consumer,Europe,Brazil,Furniture,Binders,1070.68,1021.61,Second Class,
ORD-105569,12-02-2021 00:00,,Corporate,Europe,Germany,Office Supplies,Binders,4189.67,384.26,Same Day,Missing customer name
ORD-104300,08-03-2021 00:00,Maria  Gomez,Corporate,Europe,Brazil,Furniture,Phones,3491.63,985.62,First Class,
ORD-103818,15-08-2022 00:00,,Corporate,Asia,USA,Technology,Chairs,77.27,1113.73,Standard Class,Missing customer name
ORD-104138,13-12-2020 00:00,John Doe,Home Office,Africa,Brazil,Office Supplies,Storage,1161.9,1266.71,Second Class,
ORD-103823,05-12-2021 00:00,John Doe,Corporate,Europe,Germany,Technology,Tables,3031.19,1555.85,Second Class,
ORD-104042,09-02-2021 00:00,,Home Office,Asia,Brazil,Furniture,Tables,2514.49,-100.61,Same Day,Missing customer name
ORD-101906,12-01-2019 00:00,Ravi Kumar,Consumer,Asia,India,Office Supplies,Phones,2642.04,1860.36,First Class,
ORD-100760,24-08-2018 00:00,Anita Sharma,Consumer,Usca,Brazil,Technology,Phones,1163.49,527.1,First Class,
ORD-103445,26-02-2021 00:00,Ravi Kumar,Corporate,Usca,Brazil,Furniture,Phones,3376.64,1651.13,Same Day,
ORD-100899,16-10-2021 00:00,,Consumer,Africa,India,Office Supplies,Phones,1335.76,51.2,Second Class,Missing customer name
ORD-104455,03-12-2022 00:00,Anita Sharma,Corporate,Usca,India,Office Supplies,Phones,1950.23,-427.43,Second Class,
ORD-102947,18-05-2020 00:00,Li Wei,Consumer,Africa,India,Technology,Phones,1847.73,933.36,Second Class,
ORD-101719,23-06-2020 00:00,Ravi Kumar,Consumer,Asia,China,Technology,Storage,3361.76,311.67,Second Class,
ORD-100280,15-11-2020 00:00,Ravi Kumar,Consumer,Asia,Brazil,Technology,Storage,455.81,1961.16,Standard Class,
ORD-103266,20-10-2020 00:00,,Corporate,Africa,India,Furniture,Tables,1031.68,-238.87,Standard Class,Missing customer name
ORD-101887,07-04-2020 00:00,Maria  Gomez,Corporate,Usca,India,Technology,Tables,1006.48,-381.74,Second Class,
ORD-103266,15-07-2021 00:00,,Consumer,Usca,USA,Technology,Phones,546.58,-387.46,Second Class,Missing customer name
ORD-100666,07-05-2022 00:00,Ravi Kumar,Consumer,Africa,China,Technology,Tables,1041.94,42.18,Second Class,
ORD-104188,18-09-2022 00:00,Anita Sharma,Consumer,Latam,Brazil,Office Supplies,Phones,3037.27,947.98,Standard Class,
ORD-100671,06-02-2020 00:00,Maria  Gomez,Consumer,Usca,Germany,Technology,Storage,3662.18,763.91,Same Day,
ORD-101969,20-03-2019 00:00,,Consumer,Europe,China,Technology,Binders,3303.22,375.19,First Class,Missing customer name
ORD-104156,01-04-2021 00:00,,Home Office,Usca,China,Furniture,Storage,2378.56,-278.02,Standard Class,Missing customer name
ORD-103122,13-02-2020 00:00,Ravi Kumar,Consumer,Latam,USA,Furniture,Chairs,266.91,84.34,Second Class,
ORD-105124,19-02-2018 00:00,Ravi Kumar,Consumer,Asia,Brazil,Technology,Storage,4795.24,-39.63,Second Class,
ORD-105585,11-12-2021 00:00,Li Wei,Consumer,Asia,Brazil,Furniture,Chairs,844.54,1364.17,Second Class,
ORD-104699,15-03-2021 00:00,,Corporate,Asia,India,Furniture,Tables,3343.76,1449.87,Second Class,Missing customer name
ORD-104777,14-01-2019 00:00,Ravi Kumar,Consumer,Usca,India,Furniture,Storage,4564.89,1442.54,Same Day,
ORD-103900,12-04-2018 00:00,John Doe,Home Office,Asia,China,Office Supplies,Binders,3490.4,1922.6,Standard Class,
ORD-105524,03-06-2022 00:00,Maria  Gomez,Corporate,Latam,USA,Technology,Storage,1094.16,1710.59,First Class,
ORD-100523,28-08-2022 00:00,John Doe,Home Office,Latam,Brazil,Technology,Storage,1582.4,744.51,Second Class,
ORD-102393,21-06-2021 00:00,Maria  Gomez,Corporate,Usca,USA,Technology,Storage,155.88,537.34,Same Day,
ORD-103117,11-05-2018 00:00,,Consumer,Europe,Germany,Furniture,Phones,3065.73,1789.42,Same Day,Missing customer name
ORD-102593,05-08-2018 00:00,Li Wei,Consumer,Usca,Brazil,Furniture,Storage,3066.9,1028.06,Second Class,
ORD-101968,18-11-2021 00:00,Ravi Kumar,Consumer,Asia,India,Furniture,Storage,3628.88,236,Second Class,
ORD-105197,19-06-2021 00:00,Ravi Kumar,Corporate,Usca,China,Office Supplies,Binders,59.93,911.16,First Class,
ORD-101753,26-06-2022 00:00,Ravi Kumar,Consumer,Latam,USA,Furniture,Chairs,4090.12,1980.37,Standard Class,
ORD-105932,27-02-2022 00:00,,Home Office,Usca,India,Office Supplies,Chairs,3694.86,1623.68,First Class,Missing customer name
ORD-102296,24-03-2022 00:00,Maria  Gomez,Corporate,Usca,China,Technology,Binders,708.73,203.2,Standard Class,
ORD-105240,12-09-2020 00:00,Ravi Kumar,Corporate,Europe,India,Furniture,Tables,1741.39,1882.39,Same Day,
ORD-102261,24-03-2023 00:00,John Doe,Consumer,Latam,Brazil,Office Supplies,Storage,3194.43,1953.66,Same Day,
ORD-102286,17-11-2019 00:00,Ravi Kumar,Home Office,Africa,USA,Office Supplies,Tables,2481.51,77.92,Second Class,
ORD-105175,05-07-2018 00:00,,Corporate,Africa,Germany,Furniture,Binders,579.9,1738.98,First Class,Missing customer name
ORD-104202,17-04-2023 00:00,Li Wei,Corporate,Latam,India,Office Supplies,Tables,441.29,1708.01,First Class,
ORD-102878,16-11-2019 00:00,John Doe,Home Office,Africa,USA,Furniture,Chairs,3908.37,-400.62,Second Class,
ORD-104143,24-11-2019 00:00,Ravi Kumar,Consumer,Asia,Brazil,Office Supplies,Phones,784.06,1174.22,First Class,
ORD-103644,12-06-2019 00:00,Ravi Kumar,Consumer,Africa,India,Technology,Tables,864.6,263.2,Same Day,
ORD-104432,10-07-2021 00:00,Anita Sharma,Consumer,Asia,Brazil,Technology,Phones,4155.46,1186.53,Same Day,
ORD-105145,26-11-2022 00:00,Maria  Gomez,Consumer,Latam,Germany,Technology,Tables,3062.64,1783.9,Second Class,
ORD-105376,21-04-2021 00:00,John Doe,Home Office,Africa,Germany,Furniture,Binders,3025.55,746.95,Second Class,
ORD-102055,18-03-2019 00:00,Anita Sharma,Corporate,Africa,China,Technology,Phones,2399.33,536.03,Standard Class,
ORD-104720,25-09-2019 00:00,Li Wei,Home Office,Asia,China,Technology,Tables,2847.13,1803.83,Same Day,
ORD-105986,18-09-2022 00:00,Maria  Gomez,Consumer,Asia,China,Technology,Binders,3010.84,1935.29,Same Day,
ORD-101276,04-02-2022 00:00,John Doe,Home Office,Usca,Brazil,Furniture,Chairs,4839.29,-344.41,Same Day,
ORD-105811,14-05-2022 00:00,Ravi Kumar,Corporate,Europe,China,Office Supplies,Storage,1118.75,1807.12,Same Day,
ORD-102766,09-01-2022 00:00,John Doe,Consumer,Africa,USA,Furniture,Binders,1076.74,-293.08,Same Day,
ORD-100302,16-06-2018 00:00,Ravi Kumar,Corporate,Europe,Brazil,Furniture,Binders,290.81,343.22,Standard Class,
ORD-100638,16-04-2018 00:00,Maria  Gomez,Consumer,Europe,Brazil,Technology,Chairs,3292.7,1406.44,Second Class,
ORD-100055,19-02-2021 00:00,Ravi Kumar,Consumer,Africa,China,Office Supplies,Phones,2747.47,1442.59,Second Class,
ORD-104821,03-09-2021 00:00,Li Wei,Home Office,Asia,China,Technology,Tables,560.64,1314.55,First Class,
ORD-100525,12-11-2018 00:00,,Corporate,Usca,Brazil,Technology,Phones,1825.87,-402.22,Same Day,Missing customer name
ORD-104569,20-11-2018 00:00,Ravi Kumar,Home Office,Latam,Germany,Furniture,Binders,897.42,-167.58,Same Day,
ORD-104123,23-04-2021 00:00,Li Wei,Consumer,Africa,Germany,Furniture,Tables,1660.75,1840.54,Second Class,
ORD-102125,22-04-2018 00:00,,Consumer,Africa,China,Furniture,Storage,4756.56,-296.35,Same Day,Missing customer name
ORD-103287,30-03-2022 00:00,Maria  Gomez,Corporate,Latam,Germany,Technology,Storage,3418.18,-303.64,Same Day,
ORD-100364,02-07-2022 00:00,Maria  Gomez,Consumer,Europe,USA,Office Supplies,Tables,42.81,1589.11,Same Day,
ORD-104621,22-11-2019 00:00,John Doe,Consumer,Usca,USA,Office Supplies,Binders,1266.28,1103.16,Second Class,
ORD-105431,15-06-2023 00:00,Li Wei,Consumer,Europe,USA,Technology,Chairs,56.76,379.14,First Class,
ORD-104978,08-12-2021 00:00,Li Wei,Corporate,Latam,Brazil,Office Supplies,Phones,3575.77,-85.72,Second Class,
ORD-105126,03-01-2022 00:00,Anita Sharma,Home Office,Latam,Brazil,Technology,Phones,2349.76,1710.43,Same Day,
ORD-105122,24-10-2018 00:00,Anita Sharma,Corporate,Usca,Brazil,Office Supplies,Chairs,4970.12,1971.34,Second Class,
ORD-101646,13-12-2018 00:00,,Consumer,Latam,Brazil,Technology,Chairs,3669.25,-375.07,Standard Class,Missing customer name
ORD-100918,12-03-2021 00:00,,Corporate,Latam,Brazil,Office Supplies,Storage,2591.98,885.28,Same Day,Missing customer name
ORD-102797,09-06-2023 00:00,Anita Sharma,Corporate,Usca,China,Furniture,Chairs,4024.5,153.26,Second Class,
ORD-105870,29-07-2018 00:00,,Corporate,Africa,Germany,Furniture,Tables,3525.49,1580.97,Second Class,Missing customer name
ORD-101531,15-04-2020 00:00,Ravi Kumar,Consumer,Europe,China,Furniture,Storage,1222.66,365.18,First Class,
ORD-103345,08-06-2019 00:00,Anita Sharma,Consumer,Africa,Germany,Furniture,Binders,2653.64,1286.57,Same Day,
ORD-101906,06-02-2018 00:00,Li Wei,Corporate,Africa,China,Technology,Storage,2782.21,848.81,Standard Class,
ORD-103086,07-05-2018 00:00,Ravi Kumar,Home Office,Europe,USA,Office Supplies,Storage,2258.9,853.81,Standard Class,
ORD-105311,07-10-2018 00:00,,Consumer,Africa,India,Technology,Phones,900.07,1645,Same Day,Missing customer name
ORD-105750,05-03-2019 00:00,Maria  Gomez,Corporate,Usca,Brazil,Furniture,Chairs,1120.73,676.01,Second Class,
ORD-104580,25-08-2021 00:00,John Doe,Corporate,Europe,India,Office Supplies,Tables,1408.83,1614,Standard Class,
ORD-102075,03-03-2021 00:00,Anita Sharma,Corporate,Asia,India,Technology,Chairs,56.22,408.57,Same Day,
ORD-100713,14-08-2021 00:00,Maria  Gomez,Consumer,Africa,USA,Furniture,Phones,4585.13,-63.04,Standard Class,
ORD-101062,28-10-2020 00:00,,Consumer,Latam,India,Office Supplies,Chairs,3432.05,638.69,Same Day,Missing customer name
ORD-101976,02-01-2023 00:00,Li Wei,Corporate,Europe,India,Office Supplies,Tables,3449.64,745.89,Standard Class,
ORD-101296,03-06-2022 00:00,John Doe,Consumer,Asia,USA,Furniture,Chairs,2863.79,695.96,First Class,
ORD-105350,09-09-2020 00:00,Maria  Gomez,Consumer,Latam,Germany,Furniture,Phones,3448.11,1520.83,Same Day,
ORD-100125,15-03-2020 00:00,John Doe,Corporate,Asia,China,Office Supplies,Tables,4909.4,911.7,First Class,
ORD-104632,19-01-2019 00:00,Anita Sharma,Corporate,Africa,India,Furniture,Chairs,1928.88,1721.11,Same Day,
ORD-103596,20-08-2022 00:00,,Corporate,Latam,Brazil,Technology,Phones,3564.07,785.46,Standard Class,Missing customer name
ORD-103283,25-11-2021 00:00,Li Wei,Corporate,Africa,USA,Furniture,Phones,1800.85,61.79,Standard Class,
ORD-101603,17-11-2020 00:00,,Home Office,Latam,India,Furniture,Storage,4272.17,-176.26,Second Class,Missing customer name
ORD-100066,31-03-2022 00:00,John Doe,Corporate,Europe,Germany,Furniture,Tables,4290.85,1670.91,Standard Class,
ORD-100232,06-07-2020 00:00,Maria  Gomez,Corporate,Usca,Germany,Office Supplies,Tables,4511.82,-359.57,First Class,
ORD-102156,15-10-2019 00:00,Anita Sharma,Home Office,Usca,Brazil,Office Supplies,Chairs,32.29,-205.98,Second Class,
ORD-101169,04-06-2022 00:00,Anita Sharma,Corporate,Asia,India,Furniture,Storage,1494.47,-340.85,First Class,
ORD-102158,08-01-2018 00:00,,Home Office,Latam,Brazil,Office Supplies,Tables,673.95,559.34,First Class,Missing customer name
ORD-104206,27-03-2022 00:00,Maria  Gomez,Corporate,Africa,Germany,Furniture,Phones,2272.66,831.54,First Class,
ORD-101493,02-10-2020 00:00,Maria  Gomez,Corporate,Europe,Germany,Technology,Tables,2479.77,-450.31,First Class,
ORD-104718,08-01-2023 00:00,John Doe,Consumer,Europe,China,Office Supplies,Storage,1283.24,788.97,First Class,
ORD-104007,06-06-2019 00:00,,Corporate,Europe,Germany,Furniture,Binders,3618.62,484.4,Same Day,Missing customer name
ORD-102472,03-05-2022 00:00,,Consumer,Usca,USA,Office Supplies,Phones,1352.5,1434.11,Same Day,Missing customer name
ORD-102660,20-05-2018 00:00,Ravi Kumar,Consumer,Africa,China,Technology,Tables,4270.19,1574.89,Second Class,
ORD-105637,23-06-2019 00:00,,Corporate,Europe,Brazil,Technology,Phones,892.41,1212.42,First Class,Missing customer name
ORD-102739,23-05-2021 00:00,Anita Sharma,Consumer,Europe,Germany,Furniture,Chairs,1839.34,683.74,Same Day,
ORD-105401,27-08-2019 00:00,John Doe,Corporate,Asia,USA,Office Supplies,Phones,3113.08,40.37,Standard Class,
ORD-101761,08-03-2022 00:00,Maria  Gomez,Consumer,Latam,China,Technology,Tables,3028.65,1617.79,Second Class,
ORD-103514,25-04-2020 00:00,,Corporate,Latam,USA,Office Supplies,Chairs,394.76,354.17,Same Day,Missing customer name
ORD-101975,04-04-2020 00:00,John Doe,Corporate,Latam,China,Furniture,Chairs,4232.06,390.73,Standard Class,
ORD-102362,29-07-2018 00:00,,Corporate,Asia,China,Technology,Chairs,2992.33,1790.03,Second Class,Missing customer name
ORD-100876,01-10-2021 00:00,Maria  Gomez,Home Office,Usca,China,Technology,Binders,4349.95,1938.99,Standard Class,
ORD-103812,18-02-2020 00:00,Li Wei,Consumer,Asia,Brazil,Office Supplies,Binders,4338.84,1745.33,First Class,
ORD-103448,21-11-2021 00:00,Maria  Gomez,Consumer,Europe,China,Technology,Chairs,2731.86,1995.59,Standard Class,
ORD-101312,16-03-2023 00:00,Maria  Gomez,Corporate,Africa,China,Furniture,Tables,4554.35,1672.27,First Class,
ORD-101460,03-10-2021 00:00,Maria  Gomez,Consumer,Europe,USA,Furniture,Chairs,4242.8,1260.89,Second Class,
ORD-102709,22-08-2019 00:00,,Corporate,Europe,China,Technology,Chairs,4790.82,234.55,First Class,Missing customer name
ORD-102324,25-11-2022 00:00,Ravi Kumar,Consumer,Africa,Brazil,Furniture,Phones,4253.24,1882.39,Standard Class,
ORD-101733,13-01-2020 00:00,Maria  Gomez,Corporate,Latam,USA,Technology,Phones,4106.91,1691.57,First Class,
ORD-101605,28-09-2020 00:00,Anita Sharma,Consumer,Asia,China,Technology,Phones,2349.46,101.87,First Class,
ORD-105622,23-01-2021 00:00,Anita Sharma,Corporate,Usca,USA,Technology,Storage,1064.1,722.91,Second Class,
ORD-102563,22-09-2018 00:00,John Doe,Home Office,Europe,Brazil,Technology,Phones,4553.99,-324.86,First Class,
ORD-103421,31-05-2018 00:00,Ravi Kumar,Consumer,Europe,USA,Office Supplies,Phones,3614.13,1883.27,Same Day,
ORD-103517,21-08-2021 00:00,John Doe,Consumer,Usca,Brazil,Technology,Tables,1412.33,931.92,Second Class,
ORD-102397,14-11-2018 00:00,Anita Sharma,Consumer,Asia,Germany,Furniture,Binders,1708.27,113,Standard Class,
ORD-105726,29-05-2019 00:00,Anita Sharma,Consumer,Europe,China,Office Supplies,Binders,3431.96,231,Second Class,
ORD-103735,19-03-2019 00:00,Li Wei,Consumer,Usca,Brazil,Furniture,Binders,2391.7,1951.64,Standard Class,
ORD-102870,15-09-2021 00:00,Maria  Gomez,Corporate,Europe,China,Technology,Storage,412.01,1039.04,Standard Class,
ORD-101160,07-01-2018 00:00,Anita Sharma,Consumer,Latam,Brazil,Furniture,Chairs,711.53,551.71,First Class,
ORD-104854,11-02-2018 00:00,,Home Office,Latam,India,Office Supplies,Phones,3729.52,749.61,Second Class,Missing customer name
ORD-100242,18-12-2021 00:00,,Corporate,Europe,India,Furniture,Tables,1646.2,-253.62,Standard Class,Missing customer name
ORD-102590,18-07-2021 00:00,John Doe,Corporate,Europe,India,Office Supplies,Storage,2540.71,-312.44,Same Day,
ORD-101063,08-08-2020 00:00,John Doe,Home Office,Latam,Brazil,Technology,Binders,3834.27,981.77,First Class,
ORD-104324,02-03-2019 00:00,Maria  Gomez,Corporate,Europe,China,Technology,Storage,3757.12,780.01,First Class,
ORD-102595,18-08-2022 00:00,Maria  Gomez,Corporate,Asia,India,Furniture,Tables,839.24,397.88,Standard Class,
ORD-100919,06-10-2020 00:00,Li Wei,Consumer,Asia,China,Furniture,Storage,496.48,915.28,Same Day,
ORD-105342,26-08-2020 00:00,Ravi Kumar,Corporate,Africa,Brazil,Technology,Binders,2957.81,-318.31,First Class,
ORD-100005,03-01-2023 00:00,John Doe,Home Office,Asia,China,Technology,Chairs,3709.46,1859.98,Second Class,
ORD-100467,01-10-2020 00:00,Maria  Gomez,Consumer,Europe,China,Furniture,Binders,749.45,234.28,Standard Class,
ORD-105851,19-06-2022 00:00,John Doe,Home Office,Europe,India,Technology,Binders,1862.92,-320.55,Same Day,
ORD-104170,16-10-2019 00:00,Maria  Gomez,Corporate,Usca,USA,Office Supplies,Binders,4352.04,-76.24,Standard Class,
ORD-100003,22-05-2020 00:00,Anita Sharma,Corporate,Asia,Germany,Office Supplies,Storage,4721.39,-261.32,First Class,
ORD-105966,08-05-2023 00:00,John Doe,Corporate,Latam,Brazil,Furniture,Tables,2273.08,-53.49,Same Day,
ORD-100645,25-12-2019 00:00,Anita Sharma,Corporate,Latam,Brazil,Furniture,Binders,402.18,541.89,Standard Class,
ORD-100117,23-06-2020 00:00,John Doe,Corporate,Africa,Brazil,Technology,Storage,1292.19,1345.13,Standard Class,
ORD-102928,08-06-2020 00:00,Ravi Kumar,Consumer,Usca,Germany,Technology,Tables,1168.68,180.87,Standard Class,
ORD-105725,12-10-2018 00:00,Li Wei,Consumer,Latam,USA,Office Supplies,Chairs,1198.62,589.82,Second Class,
ORD-102551,09-03-2023 00:00,,Consumer,Africa,China,Furniture,Binders,2471.94,1821.89,Second Class,Missing customer name
ORD-105042,10-08-2022 00:00,,Corporate,Asia,Brazil,Furniture,Phones,2918.21,239.55,Second Class,Missing customer name
ORD-105560,11-11-2019 00:00,,Corporate,Usca,China,Furniture,Storage,616.94,1486.8,Second Class,Missing customer name
ORD-104289,07-06-2021 00:00,Anita Sharma,Consumer,Usca,India,Furniture,Chairs,4447.33,-105.46,First Class,
ORD-100846,31-07-2021 00:00,Maria  Gomez,Corporate,Europe,India,Office Supplies,Chairs,3101.77,-54.2,Standard Class,
ORD-102762,04-05-2022 00:00,,Consumer,Asia,India,Office Supplies,Chairs,2988.27,640.38,Second Class,Missing customer name
ORD-105511,19-04-2019 00:00,Ravi Kumar,Corporate,Usca,Brazil,Furniture,Storage,4936.46,85.26,First Class,
ORD-105554,30-04-2018 00:00,,Consumer,Africa,Germany,Office Supplies,Tables,3142.58,1757.57,Second Class,Missing customer name
ORD-105764,10-11-2019 00:00,John Doe,Corporate,Latam,Brazil,Furniture,Phones,4645.15,-373.12,First Class,
ORD-105529,16-12-2019 00:00,Anita Sharma,Corporate,Asia,India,Office Supplies,Tables,1434.85,993.18,Same Day,
ORD-101141,27-06-2018 00:00,John Doe,Home Office,Asia,India,Technology,Binders,1204.45,1010.57,Second Class,
ORD-101810,10-09-2018 00:00,John Doe,Corporate,Usca,Brazil,Office Supplies,Phones,2585.01,-334.94,Second Class,
ORD-100723,07-12-2018 00:00,John Doe,Corporate,Usca,Germany,Furniture,Tables,2545.5,1331.41,Standard Class,
ORD-100224,01-02-2022 00:00,Li Wei,Consumer,Usca,Germany,Technology,Binders,1136.29,672.24,Second Class,
ORD-104627,09-06-2020 00:00,Li Wei,Corporate,Africa,China,Furniture,Phones,3499.78,1307.68,Second Class,
ORD-104208,19-10-2022 00:00,Maria  Gomez,Corporate,Europe,USA,Technology,Storage,153.02,1567.31,First Class,
ORD-104654,26-09-2021 00:00,Anita Sharma,Corporate,Usca,India,Technology,Binders,3454.7,307.25,Standard Class,
ORD-102048,07-08-2018 00:00,Ravi Kumar,Consumer,Europe,Germany,Office Supplies,Tables,2288.6,711.21,Standard Class,
ORD-104749,09-02-2023 00:00,Ravi Kumar,Corporate,Europe,India,Office Supplies,Phones,3446.59,151.9,Same Day,
ORD-104415,03-06-2022 00:00,Ravi Kumar,Consumer,Asia,USA,Technology,Binders,2388.02,3.78,First Class,
ORD-101573,02-06-2018 00:00,John Doe,Consumer,Latam,India,Technology,Binders,4886.78,-498.51,Second Class,
ORD-101828,07-07-2019 00:00,Li Wei,Consumer,Latam,Germany,Technology,Storage,1676.75,1909.08,First Class,
ORD-101917,10-04-2022 00:00,Anita Sharma,Corporate,Africa,China,Furniture,Binders,4912.95,602.32,Second Class,
ORD-104234,29-03-2022 00:00,John Doe,Home Office,Africa,Brazil,Office Supplies,Phones,329.54,-467.33,Same Day,
ORD-102026,11-10-2020 00:00,Li Wei,Consumer,Latam,Brazil,Furniture,Chairs,3420.39,-477.65,Second Class,
ORD-103744,01-08-2018 00:00,Li Wei,Consumer,Latam,Germany,Office Supplies,Phones,2273.82,220.88,Standard Class,
ORD-100901,11-01-2022 00:00,,Home Office,Asia,Germany,Furniture,Phones,4111.58,-465.16,Same Day,Missing customer name
ORD-104785,27-08-2021 00:00,,Corporate,Asia,USA,Office Supplies,Storage,3949.13,436.29,Second Class,Missing customer name
ORD-102039,17-04-2020 00:00,Anita Sharma,Corporate,Latam,India,Technology,Storage,4002.05,-342.65,Same Day,
ORD-100009,15-08-2020 00:00,Anita Sharma,Consumer,Usca,USA,Technology,Binders,478.22,-401.87,Standard Class,
ORD-100260,11-09-2022 00:00,Anita Sharma,Home Office,Usca,Brazil,Office Supplies,Storage,4112.72,1173.45,Standard Class,
ORD-101673,15-02-2020 00:00,John Doe,Corporate,Asia,India,Technology,Binders,1074.13,1767.1,First Class,
ORD-102219,29-12-2018 00:00,Maria  Gomez,Home Office,Europe,USA,Technology,Chairs,133.27,523.47,Second Class,
ORD-102060,06-05-2020 00:00,Anita Sharma,Consumer,Latam,Brazil,Furniture,Tables,1092.6,1591.93,Same Day,
ORD-105287,18-07-2018 00:00,,Corporate,Africa,India,Office Supplies,Storage,2399.03,-426.84,First Class,Missing customer name
ORD-103713,02-09-2020 00:00,Maria  Gomez,Corporate,Usca,China,Technology,Storage,3711.85,1444.23,Same Day,
ORD-101619,27-06-2022 00:00,John Doe,Corporate,Europe,China,Office Supplies,Chairs,1097.07,-343,First Class,
ORD-100320,31-01-2020 00:00,Maria  Gomez,Home Office,Usca,USA,Furniture,Storage,569.47,1596.1,First Class,
ORD-101342,14-08-2018 00:00,Ravi Kumar,Corporate,Europe,Germany,Office Supplies,Chairs,3231.61,1705.92,First Class,
ORD-105732,31-05-2021 00:00,Maria  Gomez,Consumer,Latam,India,Furniture,Binders,4919.57,1464.93,Standard Class,
ORD-102376,03-09-2018 00:00,Anita Sharma,Corporate,Latam,USA,Furniture,Storage,3006.35,1551.87,Standard Class,
ORD-102832,26-09-2021 00:00,John Doe,Corporate,Latam,Germany,Furniture,Storage,3456.83,903.71,Standard Class,
ORD-102824,01-11-2022 00:00,Anita Sharma,Home Office,Asia,Germany,Technology,Binders,2808.03,162.21,Standard Class,
ORD-101994,04-10-2021 00:00,,Corporate,Europe,India,Furniture,Storage,3912.83,1108.08,Same Day,Missing customer name
ORD-102958,12-05-2020 00:00,Ravi Kumar,Home Office,Africa,India,Office Supplies,Phones,4879.14,598.85,Second Class,
ORD-102038,26-04-2021 00:00,,Home Office,Africa,Germany,Office Supplies,Chairs,2722.93,-486.66,Standard Class,Missing customer name
ORD-103490,04-09-2018 00:00,Anita Sharma,Home Office,Latam,Brazil,Technology,Tables,2086.87,692.06,Second Class,
ORD-103677,16-06-2020 00:00,Anita Sharma,Corporate,Africa,USA,Technology,Phones,4302.41,1127.97,First Class,
ORD-101118,17-01-2023 00:00,Anita Sharma,Corporate,Usca,India,Furniture,Tables,4848.79,-465.29,Second Class,
ORD-101604,23-09-2020 00:00,Li Wei,Consumer,Europe,Germany,Furniture,Phones,650.26,1053.4,Standard Class,
ORD-104027,01-09-2019 00:00,Ravi Kumar,Corporate,Europe,Brazil,Furniture,Phones,2892.96,1131.33,Same Day,
ORD-100235,24-10-2019 00:00,Anita Sharma,Corporate,Europe,China,Technology,Phones,3963.34,-104.73,Standard Class,
ORD-101969,27-06-2019 00:00,Anita Sharma,Consumer,Usca,Germany,Technology,Chairs,2669.03,577.69,Same Day,
ORD-104429,20-07-2018 00:00,,Consumer,Asia,Brazil,Office Supplies,Tables,2048.94,1910.83,Standard Class,Missing customer name
ORD-101908,24-02-2023 00:00,,Consumer,Usca,China,Furniture,Binders,3277.87,1710.47,First Class,Missing customer name
ORD-100375,04-08-2020 00:00,Anita Sharma,Consumer,Europe,Brazil,Furniture,Binders,1354.29,527.05,Same Day,
ORD-103530,15-09-2021 00:00,John Doe,Corporate,Europe,India,Office Supplies,Storage,1748.92,374.62,First Class,
ORD-105256,24-08-2018 00:00,Li Wei,Consumer,Europe,Germany,Office Supplies,Chairs,4961.42,-189.8,Standard Class,
